Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size
AAL,"American Airlines Group, Inc.","American Airlines Group, Inc. - Common Stock",Q,N,N,100.0
AAME,Atlantic American Corporation,Atlantic American Corporation - Common Stock,G,N,N,100.0
AAOI,"Applied Optoelectronics, Inc.","Applied Optoelectronics, Inc. - Common Stock",G,N,N,100.0
AAON,"AAON, Inc.","AAON, Inc. - Common Stock",Q,N,N,100.0
AAPL,Apple Inc.,Apple Inc. - Common Stock,Q,N,N,100.0
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,iShares MSCI All Country Asia ex Japan Index Fund,G,N,N,100.0
ABCB,Ameris Bancorp,Ameris Bancorp - Common Stock,Q,N,N,100.0
ABIO,"ARCA biopharma, Inc.","ARCA biopharma, Inc. - Common Stock",S,N,N,100.0
ACAD,ACADIA Pharmaceuticals Inc.,ACADIA Pharmaceuticals Inc. - Common Stock,Q,N,N,100.0
ACET,Aceto Corporation,Aceto Corporation - Common Stock,Q,N,N,100.0
ACFN,"Acorn Energy, Inc.","Acorn Energy, Inc. - Common Stock",G,N,N,100.0
ACGL,Arch Capital Group Ltd.,Arch Capital Group Ltd. - Common Stock,Q,N,N,100.0
ACHC,"Acadia Healthcare Company, Inc.","Acadia Healthcare Company, Inc. - Common Stock",Q,N,N,100.0
ACHN,"Achillion Pharmaceuticals, Inc.","Achillion Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0
ACIW,"ACI Worldwide, Inc.","ACI Worldwide, Inc. - Common Stock",Q,N,N,100.0
ACLS,"Axcelis Technologies, Inc.","Axcelis Technologies, Inc. - Common Stock",Q,N,N,100.0
ACNB,ACNB Corporation,ACNB Corporation - Common Stock,S,N,N,100.0
ACOR,"Acorda Therapeutics, Inc.","Acorda Therapeutics, Inc. - Common Stock",Q,N,N,100.0
ACRX,"AcelRx Pharmaceuticals, Inc.","AcelRx Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0
ACST,"Acasti Pharma, Inc.","Acasti Pharma, Inc. - Class A Common Stock",S,N,D,100.0
ACTG,Acacia Research Corporation,Acacia Research Corporation - Common Stock,Q,N,N,100.0
ACUR,"Acura Pharmaceuticals, Inc.","Acura Pharmaceuticals, Inc. - Common Stock",S,N,D,100.0
ACWI,iShares MSCI ACWI Index Fund,iShares MSCI ACWI Index Fund,G,N,N,100.0
ACWX,iShares MSCI ACWI ex US Index Fund,iShares MSCI ACWI ex US Index Fund,G,N,N,100.0
ADBE,Adobe Systems Incorporated,Adobe Systems Incorporated - Common Stock,Q,N,N,100.0
ADES,"Advanced Emissions Solutions, Inc.","Advanced Emissions Solutions, Inc. - Common Stock",S,N,E,100.0
ADI,"Analog Devices, Inc.","Analog Devices, Inc. - Common Stock",Q,N,N,100.0
ADMA,ADMA Biologics Inc,ADMA Biologics Inc - Common Stock,S,N,N,100.0
ADP,"Automatic Data Processing, Inc.","Automatic Data Processing, Inc. - Common Stock",Q,N,N,100.0
ADRE,BLDRS Emerging Markets 50 ADR Index Fund,BLDRS Emerging Markets 50 ADR Index Fund,G,N,N,100.0
ADSK,"Autodesk, Inc.","Autodesk, Inc. - Common Stock",Q,N,N,100.0
ADTN,"ADTRAN, Inc.","ADTRAN, Inc. - Common Stock",Q,N,N,100.0
ADUS,Addus HomeCare Corporation,Addus HomeCare Corporation - Common Stock,Q,N,N,100.0
ADXS,"Advaxis, Inc.","Advaxis, Inc. - Common Stock",S,N,N,100.0
AEHR,Aehr Test Systems,Aehr Test Systems - Common Stock,S,N,N,100.0
AEIS,"Advanced Energy Industries, Inc.","Advanced Energy Industries, Inc. - Common Stock",Q,N,N,100.0
AEY,"ADDvantage Technologies Group, Inc.","ADDvantage Technologies Group, Inc. - Common Stock",G,N,N,100.0
AEZS,AEterna Zentaris Inc.,AEterna Zentaris Inc. - Common Stock,S,N,D,100.0
AFMD,Affimed N.V.,Affimed N.V. - Common Stock,G,N,N,100.0
AGEN,Agenus Inc.,Agenus Inc. - Common Stock,S,N,N,100.0
AGIO,"Agios Pharmaceuticals, Inc.","Agios Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0
AGNC,American Capital Agency Corp.,American Capital Agency Corp. - Common Stock,Q,N,N,100.0
AGNCP,American Capital Agency Corp.,American Capital Agency Corp. - Cumulative Preferred Series A,Q,N,N,100.0
AGRX,"Agile Therapeutics, Inc.","Agile Therapeutics, Inc. - Common Stock",G,N,N,100.0
AGYS,"Agilysys, Inc.","Agilysys, Inc. - Common Stock",Q,N,N,100.0
AGZD,WisdomTree Barclays U.S. Aggregate Bond Zero Duration Fund,WisdomTree Barclays U.S. Aggregate Bond Zero Duration Fund,G,N,N,100.0
AIQ,"Alliance HealthCare Services, Inc.","Alliance HealthCare Services, Inc. - Common Stock",G,N,N,100.0
AIRR,First Trust RBA American Industrial Renaissance ETF,First Trust RBA American Industrial Renaissance ETF,G,N,N,100.0
AIRT,"Air T, Inc.","Air T, Inc. - Common Stock",S,N,N,100.0
AKAM,"Akamai Technologies, Inc.","Akamai Technologies, Inc. - Common Stock",Q,N,N,100.0
AKBA,"Akebia Therapeutics, Inc.","Akebia Therapeutics, Inc. - Common Stock",G,N,N,100.0
ALCO,"Alico, Inc.","Alico, Inc. - Common Stock",Q,N,N,100.0
ALDX,"Aldeyra Therapeutics, Inc.","Aldeyra Therapeutics, Inc. - Common Stock",S,N,N,100.0
ALGN,"Align Technology, Inc.","Align Technology, Inc. - Common Stock",Q,N,N,100.0
ALGT,Allegiant Travel Company,Allegiant Travel Company - Common Stock,Q,N,N,100.0
ALIM,"Alimera Sciences, Inc.","Alimera Sciences, Inc. - Common Stock",G,N,N,100.0
ALKS,Alkermes plc,Alkermes plc - Ordinary Shares,Q,N,N,100.0
ALLT,Allot Communications Ltd.,Allot Communications Ltd. - Ordinary Shares,Q,N,N,100.0
ALNY,"Alnylam Pharmaceuticals, Inc.","Alnylam Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0
ALOT,Astro,"Astro-Med, Inc. - Common Stock",G,N,N,100.0
ALTR,Altera Corporation,Altera Corporation - Common Stock,Q,N,N,100.0
AMAT,"Applied Materials, Inc.","Applied Materials, Inc. - Common Stock",Q,N,N,100.0
AMBA,"Ambarella, Inc.","Ambarella, Inc. - Ordinary Shares",Q,N,N,100.0
AMBC,"Ambac Financial Group, Inc.","Ambac Financial Group, Inc. - Common Stock",Q,N,N,100.0
AMCF,Andatee China Marine Fuel Services Corporation,Andatee China Marine Fuel Services Corporation - Common Stock,S,N,N,100.0
AMCX,AMC Networks Inc.,AMC Networks Inc. - Class A Common Stock,Q,N,N,100.0
AMD,"Advanced Micro Devices, Inc.","Advanced Micro Devices, Inc. - Common Stock",S,N,N,100.0
AMED,Amedisys Inc,Amedisys Inc - Common Stock,Q,N,N,100.0
AMGN,Amgen Inc.,Amgen Inc. - Common Stock,Q,N,N,100.0
AMKR,"Amkor Technology, Inc.","Amkor Technology, Inc. - Common Stock",Q,N,N,100.0
AMNB,"American National Bankshares, Inc.","American National Bankshares, Inc. - Common Stock",Q,N,N,100.0
AMPH,"Amphastar Pharmaceuticals, Inc.","Amphastar Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0
AMRK,A,"A-Mark Precious Metals, Inc. - Common Stock",Q,N,N,100.0
AMRN,Amarin Corporation plc,"Amarin Corporation plc - American Depositary Shares, each representing one Ordinary Share",G,N,N,100.0
AMSC,American Superconductor Corporation,American Superconductor Corporation - Common Stock,Q,N,N,100.0
AMSF,"AMERISAFE, Inc.","AMERISAFE, Inc. - Common Stock",Q,N,N,100.0
AMSWA,"American Software, Inc.","American Software, Inc. - Class A Common Stock",Q,N,N,100.0
AMTX,"Aemetis, Inc","Aemetis, Inc - Common Stock",G,N,N,100.0
AMWD,American Woodmark Corporation,American Woodmark Corporation - Common Stock,Q,N,N,100.0
AMZN,"Amazon.com, Inc.","Amazon.com, Inc. - Common Stock",Q,N,N,100.0
ANDE,"The Andersons, Inc.","The Andersons, Inc. - Common Stock",Q,N,N,100.0
ANGI,"Angie's List, Inc.","Angie's List, Inc. - Common Stock",Q,N,N,100.0
ANGO,"AngioDynamics, Inc.","AngioDynamics, Inc. - Common Stock",Q,N,N,100.0
ANIK,Anika Therapeutics Inc.,Anika Therapeutics Inc. - Common Stock,Q,N,N,100.0
ANIP,"ANI Pharmaceuticals, Inc.","ANI Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0
ANSS,"ANSYS, Inc.","ANSYS, Inc. - Common Stock",Q,N,N,100.0
ANTH,"Anthera Pharmaceuticals, Inc.","Anthera Pharmaceuticals, Inc. - Common Stock",G,N,D,100.0
ANY,Sphere 3D Corp,Sphere 3D Corp - Common Shares,G,N,N,100.0
AOSL,Alpha and Omega Semiconductor Limited,Alpha and Omega Semiconductor Limited - Common Shares,Q,N,N,100.0
APDN,Applied DNA Sciences Inc,Applied DNA Sciences Inc - Common Stock,S,N,N,100.0
APEI,"American Public Education, Inc.","American Public Education, Inc. - Common Stock",Q,N,N,100.0
APOG,"Apogee Enterprises, Inc.","Apogee Enterprises, Inc. - Common Stock",Q,N,N,100.0
APTO,"Aptose Biosciences, Inc.","Aptose Biosciences, Inc. - Common Shares",S,N,N,100.0
APWC,Asia Pacific Wire & Cable Corporation Limited,"Asia Pacific Wire & Cable Corporation Limited - Common shares, Par value .01 per share",G,N,N,100.0
ARAY,Accuray Incorporated,Accuray Incorporated - Common Stock,Q,N,N,100.0
ARCB,ArcBest Corporation,ArcBest Corporation - Common Stock,Q,N,N,100.0
ARCC,Ares Capital Corporation,Ares Capital Corporation - Closed End Fund,Q,N,N,100.0
ARDX,"Ardelyx, Inc.","Ardelyx, Inc. - Common Stock",G,N,N,100.0
ARIS,"ARI Network Services, Inc.","ARI Network Services, Inc. - Common Stock",S,N,N,100.0
ARKR,Ark Restaurants Corp.,Ark Restaurants Corp. - Common Stock,G,N,N,100.0
ARLP,"Alliance Resource Partners, L.P.","Alliance Resource Partners, L.P. - Common Units Representing Limited Partnership Interests",Q,N,N,100.0
AROW,Arrow Financial Corporation,Arrow Financial Corporation - Common Stock,Q,N,N,100.0
ARRY,Array BioPharma Inc.,Array BioPharma Inc. - Common Stock,G,N,N,100.0
ARTNA,Artesian Resources Corporation,Artesian Resources Corporation - Class A Non-Voting Common Stock,Q,N,N,100.0
ARTW,Art's,"Art's-Way Manufacturing Co., Inc. - Common Stock",S,N,N,100.0
ARWR,Arrowhead Research Corporation,Arrowhead Research Corporation - Common Stock,Q,N,N,100.0
ASMB,"Assembly Biosciences, Inc.","Assembly Biosciences, Inc. - Common Stock",S,N,N,100.0
ASML,ASML Holding N.V.,ASML Holding N.V. - ADS represents 1 ordinary share,Q,N,N,100.0
ASPS,Altisource Portfolio Solutions S.A.,Altisource Portfolio Solutions S.A. - Common Stock,Q,N,N,100.0
ASRV,AmeriServ Financial Inc.,AmeriServ Financial Inc. - Common Stock,G,N,N,100.0
ASTC,Astrotech Corporation,Astrotech Corporation - Common Stock,S,N,N,100.0
ASTE,"Astec Industries, Inc.","Astec Industries, Inc. - Common Stock",Q,N,N,100.0
ASTI,"Ascent Solar Technologies, Inc.","Ascent Solar Technologies, Inc. - Common Stock",S,N,N,100.0
ASUR,Asure Software Inc,Asure Software Inc - Common Stock,S,N,N,100.0
ASYS,"Amtech Systems, Inc.","Amtech Systems, Inc. - Common Stock",Q,N,N,100.0
ATAI,ATA Inc.,"ATA Inc. - American Depositary Shares, each representing two common shares",G,N,N,100.0
ATEC,"Alphatec Holdings, Inc.","Alphatec Holdings, Inc. - Common Stock",Q,N,N,100.0
ATHX,"Athersys, Inc.","Athersys, Inc. - Common Stock",S,N,N,100.0
ATLC,Atlanticus Holdings Corporation,Atlanticus Holdings Corporation - Common Stock,Q,N,N,100.0
ATLO,Ames National Corporation,Ames National Corporation - Common Stock,S,N,N,100.0
ATNI,Atlantic Tele,"Atlantic Tele-Network, Inc. - Common Stock",Q,N,N,100.0
ATOS,Atossa Genetics Inc.,Atossa Genetics Inc. - Common Stock,S,N,N,100.0
ATRA,"Atara Biotherapeutics, Inc.","Atara Biotherapeutics, Inc. - Common Stock",Q,N,N,100.0
ATRC,"AtriCure, Inc.","AtriCure, Inc. - Common Stock",G,N,N,100.0
ATRI,ATRION Corporation,ATRION Corporation - Common Stock,Q,N,N,100.0
ATRO,Astronics Corporation,Astronics Corporation - Common Stock,Q,N,N,100.0
ATSG,"Air Transport Services Group, Inc","Air Transport Services Group, Inc - Common Stock",Q,N,N,100.0
ATVI,"Activision Blizzard, Inc","Activision Blizzard, Inc - Common Stock",Q,N,N,100.0
AUBN,"Auburn National Bancorporation, Inc.","Auburn National Bancorporation, Inc. - Common Stock",G,N,N,100.0
AUDC,AudioCodes Ltd.,AudioCodes Ltd. - Ordinary Shares,Q,N,N,100.0
AUPH,Aurinia Pharmaceuticals Inc,Aurinia Pharmaceuticals Inc - Common Shares,G,N,N,100.0
AVAV,"AeroVironment, Inc.","AeroVironment, Inc. - Common Stock",Q,N,N,100.0
AVGO,Avago Technologies Limited,Avago Technologies Limited - Ordinary Shares,Q,N,N,100.0
AVHI,"A V Homes, Inc.","A V Homes, Inc. - Common Stock",Q,N,N,100.0
AVID,"Avid Technology, Inc.","Avid Technology, Inc. - Common Stock",Q,N,N,100.0
AVNW,"Aviat Networks, Inc.","Aviat Networks, Inc. - Common Stock",Q,N,N,100.0
AWAY,"HomeAway, Inc.","HomeAway, Inc. - Common Stock",Q,N,N,100.0
AWRE,"Aware, Inc.","Aware, Inc. - Common Stock",G,N,N,100.0
AXDX,"Accelerate Diagnostics, Inc.","Accelerate Diagnostics, Inc. - Common Stock",S,N,N,100.0
AXGN,"AxoGen, Inc.","AxoGen, Inc. - Common Stock",S,N,N,100.0
AXTI,AXT Inc,AXT Inc - Common Stock,Q,N,N,100.0
AZPN,"Aspen Technology, Inc.","Aspen Technology, Inc. - Common Stock",Q,N,N,100.0
BANF,BancFirst Corporation,BancFirst Corporation - Common Stock,Q,N,N,100.0
BANFP,BancFirst Corporation,BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities,Q,N,N,100.0
BANR,Banner Corporation,Banner Corporation - Common Stock,Q,N,N,100.0
BANX,StoneCastle Financial Corp,StoneCastle Financial Corp - Common Stock,Q,N,N,100.0
BBC,BioShares Biotechnology Clinical Trials Fund,BioShares Biotechnology Clinical Trials Fund,G,N,N,100.0
BBGI,"Beasley Broadcast Group, Inc.","Beasley Broadcast Group, Inc. - Class A Common Stock",G,N,N,100.0
BBLU,"Blue Earth, Inc.","Blue Earth, Inc. - Common Stock",S,N,N,100.0
BBP,BioShares Biotechnology Products Fund,BioShares Biotechnology Products Fund,G,N,N,100.0
BBSI,"Barrett Business Services, Inc.","Barrett Business Services, Inc. - Common Stock",Q,N,N,100.0
BCBP,"BCB Bancorp, Inc. (NJ)","BCB Bancorp, Inc. (NJ) - Common Stock",G,N,N,100.0
BCLI,Brainstorm Cell Therapeutics Inc.,Brainstorm Cell Therapeutics Inc. - Common Stock,S,N,N,100.0
BCOV,Brightcove Inc.,Brightcove Inc. - Common Stock,Q,N,N,100.0
BCPC,Balchem Corporation,Balchem Corporation - Common Stock,Q,N,N,100.0
BCRX,"BioCryst Pharmaceuticals, Inc.","BioCryst Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0
BEAT,"BioTelemetry, Inc.","BioTelemetry, Inc. - Common Stock",Q,N,N,100.0
BEBE,"bebe stores, inc.","bebe stores, inc. - Common Stock",Q,N,N,100.0
BECN,"Beacon Roofing Supply, Inc.","Beacon Roofing Supply, Inc. - Common Stock",Q,N,N,100.0
BELFA,Bel Fuse Inc.,Bel Fuse Inc. - Class A Common Stock,Q,N,N,100.0
BELFB,Bel Fuse Inc.,Bel Fuse Inc. - Class B Common Stock,Q,N,N,100.0
BFIN,BankFinancial Corporation,BankFinancial Corporation - Common Stock,Q,N,N,100.0
BGFV,Big 5 Sporting Goods Corporation,Big 5 Sporting Goods Corporation - Common Stock,Q,N,N,100.0
BGMD,"BG Medicine, Inc.","BG Medicine, Inc. - Common Stock",S,N,D,100.0
BIB,ProShares Ultra Nasdaq Biotechnology,ProShares Ultra Nasdaq Biotechnology,G,N,N,100.0
BICK,First Trust BICK Index Fund,First Trust BICK Index Fund,G,N,N,100.0
BIDU,"Baidu, Inc.","Baidu, Inc. - American Depositary Shares, each representing one tenth Class A ordinary share",Q,N,N,100.0
BIIB,Biogen Idec Inc.,Biogen Idec Inc. - Common Stock,Q,N,N,100.0
BIOC,"Biocept, Inc.","Biocept, Inc. - Common Stock",S,N,N,100.0
BIOL,"Biolase, Inc.","Biolase, Inc. - Common Stock",S,N,N,100.0
BIOS,"BioScrip, Inc.","BioScrip, Inc. - Common Stock",Q,N,N,100.0
BIS,ProShares UltraShort Nasdaq Biotechnology,ProShares UltraShort Nasdaq Biotechnology,G,N,N,100.0
BJRI,"BJ's Restaurants, Inc.","BJ's Restaurants, Inc. - Common Stock",Q,N,N,100.0
BKCC,BlackRock Kelso Capital Corporation,BlackRock Kelso Capital Corporation - Common Stock,Q,N,N,100.0
BKSC,Bank of South Carolina Corp.,Bank of South Carolina Corp. - Common Stock,S,N,N,100.0
BLCM,"Bellicum Pharmaceuticals, Inc.","Bellicum Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0
BLDP,"Ballard Power Systems, Inc.","Ballard Power Systems, Inc. - Common Shares",G,N,N,100.0
BLDR,"Builders FirstSource, Inc.","Builders FirstSource, Inc. - Common Stock",Q,N,N,100.0
BLFS,"BioLife Solutions, Inc.","BioLife Solutions, Inc. - Common Stock",S,N,N,100.0
BLIN,"Bridgeline Digital, Inc.","Bridgeline Digital, Inc. - Common Stock",S,N,D,100.0
BLKB,"Blackbaud, Inc.","Blackbaud, Inc. - Common Stock",Q,N,N,100.0
BLMN,"Bloomin' Brands, Inc.","Bloomin' Brands, Inc. - Common Stock",Q,N,N,100.0
BLRX,BioLineRx Ltd.,BioLineRx Ltd. - American Depositary Shares,S,N,N,100.0
BLUE,"bluebird bio, Inc.","bluebird bio, Inc. - Common Stock",Q,N,N,100.0
BMRC,Bank of Marin Bancorp,Bank of Marin Bancorp - Common Stock,S,N,N,100.0
BMRN,BioMarin Pharmaceutical Inc.,BioMarin Pharmaceutical Inc. - Common Stock,Q,N,N,100.0
BNDX,Vanguard Total International Bond ETF,Vanguard Total International Bond ETF,G,N,N,100.0
BOKF,BOK Financial Corporation,BOK Financial Corporation - Common Stock,Q,N,N,100.0
BOOM,Dynamic Materials Corporation,Dynamic Materials Corporation - Common Stock,Q,N,N,100.0
BOSC,B.O.S. Better Online Solutions,B.O.S. Better Online Solutions - Ordinary Shares,S,N,N,100.0
BOTJ,"Bank of the James Financial Group, Inc.","Bank of the James Financial Group, Inc. - Common Stock",S,N,N,100.0
BPOP,"Popular, Inc.","Popular, Inc. - Common Stock",Q,N,N,100.0
BPOPM,"Popular, Inc.","Popular, Inc. - Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities",Q,N,N,100.0
BPTH,Bio,"Bio-Path Holdings, Inc. - Common Stock",S,N,N,100.0
BRID,Bridgford Foods Corporation,Bridgford Foods Corporation - Common Stock,G,N,N,100.0
BRKL,"Brookline Bancorp, Inc.","Brookline Bancorp, Inc. - Common Stock",Q,N,N,100.0
BRKR,Bruker Corporation,Bruker Corporation - Common Stock,Q,N,N,100.0
BRLI,Bio,"Bio-Reference Laboratories, Inc. - Common Stock",Q,N,D,100.0
BSET,"Bassett Furniture Industries, Incorporated","Bassett Furniture Industries, Incorporated - Common Stock",Q,N,N,100.0
BSPM,"Biostar Pharmaceuticals, Inc.","Biostar Pharmaceuticals, Inc. - Common Stock",S,N,N,100.0
BSQR,BSQUARE Corporation,BSQUARE Corporation - Common Stock,G,N,N,100.0
BSRR,Sierra Bancorp,Sierra Bancorp - Common Stock,Q,N,N,100.0
BUR,Burcon NutraScience Corp,Burcon NutraScience Corp - Ordinary Shares,G,N,N,100.0
BUSE,First Busey Corporation,First Busey Corporation - Common Stock,Q,N,N,100.0
BV,"Bazaarvoice, Inc.","Bazaarvoice, Inc. - Common Stock",Q,N,N,100.0
BWEN,"Broadwind Energy, Inc.","Broadwind Energy, Inc. - Common Stock",S,N,N,100.0
BWFG,"Bankwell Financial Group, Inc.","Bankwell Financial Group, Inc. - Common Stock",G,N,N,100.0
BYFC,Broadway Financial Corporation,Broadway Financial Corporation - Common Stock,S,N,N,100.0
CAAS,"China Automotive Systems, Inc.","China Automotive Systems, Inc. - Common Stock",S,N,N,100.0
CAC,Camden National Corporation,Camden National Corporation - Common Stock,Q,N,N,100.0
CACC,Credit Acceptance Corporation,Credit Acceptance Corporation - Common Stock,Q,N,N,100.0
CACG,Chart Acquisition Corp.,Chart Acquisition Corp. - Common Stock,S,N,D,100.0
CACH,"Cache, Inc.","Cache, Inc. - Common Stock",Q,N,D,100.0
CAKE,The Cheesecake Factory Incorporated,The Cheesecake Factory Incorporated - Common Stock,Q,N,N,100.0
CALA,"Calithera Biosciences, Inc.","Calithera Biosciences, Inc. - Common Stock",Q,N,N,100.0
CALL,magicJack VocalTec Ltd,magicJack VocalTec Ltd - Ordinary Shares,G,N,N,100.0
CALM,Cal,"Cal-Maine Foods, Inc. - Common Stock",Q,N,N,100.0
CAMP,CalAmp Corp.,CalAmp Corp. - Common Stock,Q,N,N,100.0
CAMT,Camtek Ltd.,Camtek Ltd. - Ordinary Shares,G,N,N,100.0
CAR,"Avis Budget Group, Inc.","Avis Budget Group, Inc. - Common Stock",Q,N,N,100.0
CARA,"Cara Therapeutics, Inc.","Cara Therapeutics, Inc. - Common Stock",G,N,N,100.0
CART,Carolina Trust Bank,Carolina Trust Bank - Common Stock,S,N,N,100.0
CARV,"Carver Bancorp, Inc.","Carver Bancorp, Inc. - Common Stock",S,N,N,100.0
CARZ,First Trust NASDAQ Global Auto Index Fund,First Trust NASDAQ Global Auto Index Fund,G,N,N,100.0
CASH,"Meta Financial Group, Inc.","Meta Financial Group, Inc. - Common Stock",Q,N,N,100.0
CASI,"CASI Pharmaceuticals, Inc.","CASI Pharmaceuticals, Inc. - Common Stock",S,N,N,100.0
CASS,"Cass Information Systems, Inc","Cass Information Systems, Inc - Common Stock",Q,N,N,100.0
CASY,"Caseys General Stores, Inc.","Caseys General Stores, Inc. - Common Stock",Q,N,N,100.0
CATY,Cathay General Bancorp,Cathay General Bancorp - Common Stock,Q,N,N,100.0
CBAN,"Colony Bankcorp, Inc.","Colony Bankcorp, Inc. - Common Stock",G,N,N,100.0
CBAY,CymaBay Therapeutics Inc.,CymaBay Therapeutics Inc. - Common Stock,S,N,N,100.0
CBFV,"CB Financial Services, Inc.","CB Financial Services, Inc. - Common Stock",G,N,N,100.0
CBNK,"Chicopee Bancorp, Inc.","Chicopee Bancorp, Inc. - Common Stock",G,N,N,100.0
CBOE,"CBOE Holdings, Inc.","CBOE Holdings, Inc. - Common Stock",Q,N,N,100.0
CBRL,"Cracker Barrel Old Country Store, Inc.","Cracker Barrel Old Country Store, Inc. - Common Stock",Q,N,N,100.0
CBSH,"Commerce Bancshares, Inc.","Commerce Bancshares, Inc. - Common Stock",Q,N,N,100.0
CCBG,Capital City Bank Group,Capital City Bank Group - Common Stock,Q,N,N,100.0
CCLP,CSI Compressco LP,CSI Compressco LP - common units,Q,N,N,100.0
CCNE,CNB Financial Corporation,CNB Financial Corporation - Common Stock,Q,N,N,100.0
CCOI,"Cogent Communications Holdings, Inc.","Cogent Communications Holdings, Inc. - Common Stock",Q,N,N,100.0
CCRN,"Cross Country Healthcare, Inc.","Cross Country Healthcare, Inc. - Common Stock",Q,N,N,100.0
CCUR,Concurrent Computer Corporation,Concurrent Computer Corporation - Common Stock,G,N,N,100.0
CDC,Compass EMP U S EQ Income 100 Enhanced Volatility Weighted Fund,Compass EMP U S EQ Income 100 Enhanced Volatility Weighted Fund,G,N,N,100.0
CDNA,"CareDx, Inc.","CareDx, Inc. - Common Stock",G,N,N,100.0
CDNS,"Cadence Design Systems, Inc.","Cadence Design Systems, Inc. - Common Stock",Q,N,N,100.0
CDTI,"Clean Diesel Technologies, Inc.","Clean Diesel Technologies, Inc. - Common Stock",S,N,N,100.0
CDW,CDW Corporation,CDW Corporation - Common Stock,Q,N,N,100.0
CDXS,"Codexis, Inc.","Codexis, Inc. - Common Stock",Q,N,N,100.0
CDZI,"Cadiz, Inc.","Cadiz, Inc. - Common Stock",G,N,N,100.0
CECO,Career Education Corporation,Career Education Corporation - Common Stock,Q,N,N,100.0
CENT,Central Garden & Pet Company,Central Garden & Pet Company - Common Stock,Q,N,N,100.0
CENTA,Central Garden & Pet Company,Central Garden & Pet Company - Class A Common Stock Nonvoting,Q,N,N,100.0
CENX,Century Aluminum Company,Century Aluminum Company - Common Stock,Q,N,N,100.0
CERE,"Ceres, Inc.","Ceres, Inc. - Common Stock",S,N,D,100.0
CERS,Cerus Corporation,Cerus Corporation - Common Stock,G,N,N,100.0
CEVA,"CEVA, Inc.","CEVA, Inc. - Common Stock",Q,N,N,100.0
CFA,Compass EMP US 500 Volatility Weighted Index ETF,Compass EMP US 500 Volatility Weighted Index ETF,G,N,N,100.0
CFBK,Central Federal Corporation,Central Federal Corporation - Common Stock,S,N,N,100.0
CFFI,C&F Financial Corporation,C&F Financial Corporation - Common Stock,Q,N,N,100.0
CFFN,"Capitol Federal Financial, Inc.","Capitol Federal Financial, Inc. - Common Stock",Q,N,N,100.0
CFNB,California First National Bancorp,California First National Bancorp - Common Stock,G,N,N,100.0
CFO,Compass EMP US 500 Enhanced Volatility Weighted Index ETF,Compass EMP US 500 Enhanced Volatility Weighted Index ETF,G,N,N,100.0
CFRX,ContraFect Corporation,ContraFect Corporation - Common Stock,S,N,N,100.0
CG,The Carlyle Group L.P.,The Carlyle Group L.P. - Common Units,Q,N,N,100.0
CGEN,Compugen Ltd.,Compugen Ltd. - Ordinary Shares,G,N,N,100.0
CGNX,Cognex Corporation,Cognex Corporation - Common Stock,Q,N,N,100.0
CGO,Calamos Global Total Return Fund,Calamos Global Total Return Fund - Common Stock,Q,N,N,100.0
CHCI,"Comstock Holding Companies, Inc.","Comstock Holding Companies, Inc. - Class A Common Stock",S,N,N,100.0
CHCO,City Holding Company,City Holding Company - Common Stock,Q,N,N,100.0
CHDN,"Churchill Downs, Incorporated","Churchill Downs, Incorporated - Common Stock",Q,N,N,100.0
CHEF,"The Chefs' Warehouse, Inc.","The Chefs' Warehouse, Inc. - Common Stock",Q,N,N,100.0
CHI,Calamos Convertible Opportunities and Income Fund,Calamos Convertible Opportunities and Income Fund - Common Stock,Q,N,N,100.0
CHKP,Check Point Software Technologies Ltd.,Check Point Software Technologies Ltd. - Ordinary Shares,Q,N,N,100.0
CHMG,Chemung Financial Corp,Chemung Financial Corp - Common Stock,Q,N,N,100.0
CHNR,"China Natural Resources, Inc.","China Natural Resources, Inc. - Common Stock",S,N,N,100.0
CHRS,"Coherus BioSciences, Inc.","Coherus BioSciences, Inc. - Common Stock",G,N,N,100.0
CHRW,"C.H. Robinson Worldwide, Inc.","C.H. Robinson Worldwide, Inc. - Common Stock",Q,N,N,100.0
CHSCM,CHS Inc,"CHS Inc - Class B Reset Rate Cumulative Redeemable Preferred Stock, Series 3",Q,N,N,100.0
CHSCN,CHS Inc,CHS Inc - Preferred Class B Series 2 Reset Rate,Q,N,N,100.0
CHSCO,CHS Inc,CHS Inc - Class B Cumulative Redeemable Preferred Stock,Q,N,N,100.0
CHSCP,CHS Inc,CHS Inc - 8%  Cumulative Redeemable Preferred Stock,Q,N,N,100.0
CHTR,"Charter Communications, Inc.","Charter Communications, Inc. - Class A Common Stock",Q,N,N,100.0
